"familr" "sexer" "RELAT" "AGER" "OPGNBL" "MOYRVL" "TAVEPL" "ENDETL" "GAGETL" "GAGECL" "GAGEML" "KVUNB" "QSMOY" "QCREDL" "DMVTPL" "BOPPNL" "FACANL" "LGAGTL" "VIENB" "VIEMTL" "UEMNB" "XLGNB" "XLGMTL" "YLVNB" "YLVMTL" "ROCNB" "NPTAG" "ITAVCL" "HAVEFL" "JNBJDL" "SEXEQ" "FAMIQ" "PCSPQ" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "jnbjdq" "itavcq" "CARVP"
"982217" 0 0 61 36 2.19722457733622 3.29583686600433 11.7537989087138 2.07944154167984 11.1263802417146 9.86287386965083 10.7941937741974 1 12733 3.29583686600433 2.83321334405622 3.52636052461616 0 0 0 0 2 2 11.7537989087138 0 0 7 0 11.8601821964557 8.81075792702617 0 "Shom" "Fseu" "Pemp" "K0" "V0" "U2" "X2" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A0" "R0" "Q2" "O2" "M2" "T2" "D2" "B1" "J0" "I2" "Coui"
"1547327" 1 0 138 60 0 0 0 0 0 0 0 1 4555 0 3.55534806148941 1.09861228866811 0 0 1 12.5456685697839 0 0 0 0 0 0 0 12.5529088473895 12.5456685697839 0 "Shom" "Fcou" "Pint" "K0" "V1" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q1" "O0" "M0" "T0" "D2" "B0" "J0" "I2" "Cnon"
"458263" 0 0 124 23 0.693147180559945 1.38629436111989 5.06259503302697 0 0 0 0 1 4809 1.38629436111989 2.77258872223978 3.29583686600433 0 0 0 0 1 0 0 1 5.06259503302697 0 1 8.14089846060785 0 0 "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q1" "O1" "M0" "T1" "D2" "B1" "J0" "I0" "Cnon"
"405131" 1 0 117 56 0 3.04452243772342 11.3044857800212 0 0 0 0 1 14164 2.94443897916644 2.70805020110221 3.89182029811063 0 0 1 11.0184815912866 3 2 10.7853524573953 1 10.4005590200695 18 0 12.0020452114082 11.0217553988627 0 "Shom" "Fcou" "Pemp" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q2" "O0" "M1" "T2" "D1" "B2" "J0" "I2" "Cnon"
"5036807" 1 0 27 44 1.09861228866811 1.94591014905531 5.03695260241363 0 0 0 0 1 786 1.94591014905531 2.63905732961526 2.77258872223978 10.3735224312936 0 0 0 1 0 0 1 5.03695260241363 0 1 6.99942246750796 0 3.2188758248682 "Shom" "Fcou" "Pcad" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F1" "L0" "H0" "A1" "R0" "Q0" "O2" "M0" "T1" "D0" "B1" "J2" "I0" "Cnon"
"2852336" 1 1 42 42 0 1.79175946922805 0 0 0 0 0 1 1038 1.79175946922805 3.17805383034795 2.99573227355399 0 0 0 0 0 0 0 0 0 0 2 2.83321334405622 0 0 "Sfem" "Fcou" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q0" "O0" "M0" "T0" "D2" "B1" "J0" "I0" "Cnon"
"1072054" 1 0 236 48 1.38629436111989 2.56494935746154 10.4193305681139 2.89037175789616 10.9805697226539 0 0 1 7822 2.484906649788 2.63905732961526 2.63905732961526 8.30077696085145 10.9805697226539 1 10.1838050731249 1 0 0 1 10.4193305681139 1 0 11.0277838321354 10.1838050731249 1.6094379124341 "Shom" "Fcou" "Pint" "K0" "V1" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "A1" "R2" "Q1" "O2" "M1" "T2" "D0" "B1" "J1" "I1" "Cnon"
"5075425" 1 0 1 52 0 0 0 0 6.66057514983969 6.66057514983969 0 1 -390 0 2.89037175789616 0.693147180559945 0 0 0 0 0 0 0 0 0 0 0 0 0 1.94591014905531 "Shom" "Fcou" "Pcad" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G1" "F0" "L0" "H0" "A2" "R0" "Q0" "O0" "M0" "T0" "D2" "B0" "J1" "I0" "Coui"
"554867" 0 1 129 21 0 0 0 0 0 0 0 1 0 0 4.8283137373023 0 0 0 0 0 0 0 0 0 0 0 0 3.09104245335832 0 0 "Sfem" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q0" "O0" "M0" "T0" "D2" "B0" "J0" "I0" "Cnon"
"545144" 1 0 235 46 2.07944154167984 4.11087386417331 9.4127913000653 2.70805020110221 13.0388121888701 7.07918439460967 9.78594198868108 2 13368 4.06044301054642 2.70805020110221 4.26267987704132 0 12.9966981084061 0 0 1 0 0 1 9.4127913000653 10 0 10.7606650199178 0 4.02535169073515 "Shom" "Fcou" "Pcad" "K1" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A1" "R2" "Q2" "O2" "M2" "T1" "D1" "B2" "J2" "I1" "Coui"
"2550846" 1 0 206 55 1.09861228866811 2.30258509299405 10.5273650375826 0 0 0 0 1 3337 2.30258509299405 2.63905732961526 3.55534806148941 0 0 0 0 2 0 0 2 10.5273650375826 9 0 10.7040531298633 5.30330490805908 0 "Shom" "Fcou" "Pemp" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q1" "O2" "M1" "T2" "D0" "B1" "J0" "I1" "Cnon"
"153976" 1 1 195 40 0 3.40119738166216 0 0 0 0 0 1 51724 3.40119738166216 2.70805020110221 2.19722457733622 0 0 1 12.4447587826431 0 0 0 0 0 5 1 12.7134954863916 12.4447587826431 0 "Sfem" "Fcou" "Pcad" "K0" "V1" "U0" "X0" "Y0" "R1" "N1" "E0" "G0" "F0" "L0" "H1" "A1" "R2" "Q2" "O0" "M2" "T0" "D1" "B0" "J0" "I2" "Coui"
"1345527" 1 1 185 54 1.09861228866811 2.63905732961526 5.59471137960184 2.07944154167984 9.9257870600309 9.9257870600309 0 1 -5163 2.63905732961526 2.63905732961526 3.3322045101752 12.1418594048165 0 0 0 1 0 0 1 5.59471137960184 9 0 6.15060276844628 5.30330490805908 4.35670882668959 "Sfem" "Fcou" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "A2" "R2" "Q0" "O2" "M1" "T1" "D0" "B1" "J2" "I0" "Cnon"
"505668" 1 0 122 53 0 4.0943445622221 9.02437217426203 2.56494935746154 12.1768085998436 10.3578698008789 11.9998415194874 2 2420 4.11087386417331 2.63905732961526 4.58496747867057 14.1018399659779 0 0 0 1 1 9.02437217426203 0 0 33 1 9.46475000516439 0 4.45434729625351 "Shom" "Fcou" "Pint" "K1" "V0" "U1" "X1" "Y0" "R1" "N1" "E1" "G1" "F1" "L0" "H0" "A2" "R1" "Q1" "O0" "M2" "T1" "D0" "B2" "J2" "I1" "Coui"
"5066385" 0 1 16 22 0.693147180559945 2.07944154167984 0 0 0 0 0 1 2385 2.07944154167984 2.70805020110221 3.71357206670431 0 0 0 0 0 0 0 0 0 0 1 7.96935774201635 0 1.94591014905531 "Sfem" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q1" "O1" "M1" "T0" "D1" "B2" "J1" "I0" "Cnon"
"1344160" 0 0 215 47 0.693147180559945 2.39789527279837 11.161593365442 0 0 0 0 1 86787 2.39789527279837 2.63905732961526 1.38629436111989 0 0 0 0 2 2 11.161593365442 0 0 0 0 12.0334320763891 0 0 "Shom" "Fseu" "Pcad" "K0" "V0" "U2" "X2" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q2" "O1" "M1" "T2" "D0" "B0" "J0" "I2" "Cnon"
"1513603" 1 1 317 47 0 1.38629436111989 0 0 0 0 0 1 7607 1.38629436111989 3.04452243772342 1.6094379124341 0 0 0 0 0 0 0 0 0 0 0 8.72029728739272 0 0 "Sfem" "Fcou" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q1" "O0" "M0" "T0" "D2" "B0" "J0" "I0" "Cnon"
"7517038" 1 1 16 34 0 2.30258509299405 7.98241634682773 2.83321334405622 11.7852705244118 0 11.7852705244118 1 6789 2.30258509299405 2.63905732961526 2.70805020110221 0 0 0 0 1 1 7.98241634682773 0 0 0 0 9.44651860156085 0 0 "Sfem" "Fcou" "Pemp" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H0" "A0" "R0" "Q1" "O0" "M1" "T1" "D0" "B1" "J0" "I1" "Cnon"
"406124" 0 0 45 64 0 4.55387689160054 12.2732732451904 2.70805020110221 11.3723752119599 0 11.3723752119599 1 111671 4.55387689160054 2.77258872223978 3.98898404656427 11.7748665629924 0 0 0 2 0 0 1 12.2699296845115 28 0 13.0298225593754 12.1310042122813 0 "Shom" "Fseu" "Psan" "K0" "V0" "U2" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "A2" "R0" "Q2" "O0" "M2" "T2" "D2" "B2" "J0" "I2" "Coui"
"5084075" 1 1 5 57 1.79175946922805 3.09104245335832 0 0 0 0 0 1 9533 3.09104245335832 2.70805020110221 3.3322045101752 0 0 0 0 0 0 0 0 0 10 0 9.68302789635108 0 1.94591014905531 "Sfem" "Fcou" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R0" "Q2" "O2" "M2" "T0" "D1" "B1" "J1" "I1" "Coui"
"2443106" 1 1 245 42 1.09861228866811 2.89037175789616 11.3196440679399 2.19722457733622 11.0913309749322 8.3986348552921 11.021248660043 1 -1678 2.63905732961526 2.63905732961526 4.06044301054642 0 0 0 0 3 1 9.22463767667701 1 10.379348991266 6 0 11.4081203506041 8.93931874041751 4.11087386417331 "Sfem" "Fcou" "Psan" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A1" "R2" "Q0" "O2" "M1" "T2" "D0" "B2" "J2" "I2" "Cnon"
"1842250" 1 0 158 52 1.09861228866811 3.46573590279973 10.591647316585 2.70805020110221 10.293906702439 10.0875991728766 8.61431990214696 1 3925 2.70805020110221 2.77258872223978 3.89182029811063 0 0 0 0 2 2 10.591647316585 0 0 15 1 10.7983094697946 6.21660610108486 1.38629436111989 "Shom" "Fcou" "Pint" "K0" "V0" "U2" "X2" "Y0" "R1" "N1" "E1" "G1" "F0" "L0" "H1" "A2" "R1" "Q1" "O2" "M2" "T2" "D2" "B2" "J1" "I1" "Cnon"
"1147222" 0 1 164 35 0 1.38629436111989 6.8501261661455 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 6.8501261661455 0 1 6.8501261661455 0 0 "Sfem" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q0" "O0" "M0" "T1" "D0" "B0" "J0" "I0" "Cnon"
"248433" 0 1 80 22 0 0.693147180559945 11.5903030859916 0 0 0 0 1 2167 0.693147180559945 3.58351893845611 1.94591014905531 0 0 0 0 2 2 11.5903030859916 0 0 0 0 11.6099251258882 0 0 "Sfem" "Fseu" "Psan" "K0" "V0" "U2" "X2" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q1" "O0" "M0" "T2" "D2" "B0" "J0" "I2" "Cnon"
"2243651" 1 0 226 50 2.19722457733622 4.38202663467388 10.3341654631157 2.39789527279837 11.5677639676739 9.24483841238375 10.884441797736 1 12551 2.39789527279837 2.77258872223978 3.09104245335832 0 10.6441860349543 0 0 3 1 0 1 10.3064161129923 4 1 11.0984700650239 0 0 "Shom" "Fcou" "Pint" "K0" "V0" "U2" "X1" "Y1" "R1" "N1" "E1" "G1" "F0" "L1" "H0" "A2" "R2" "Q2" "O2" "M2" "T1" "D2" "B1" "J0" "I1" "Coui"
"5079740" 0 1 11 42 0 1.38629436111989 0 3.97029191355212 11.5889416153933 0 11.5889416153933 1 591 1.38629436111989 2.83321334405622 1.38629436111989 0 0 0 0 0 0 0 0 0 0 0 8.06620756800626 0 0 "Sfem" "Fseu" "Pcad" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R0" "Q0" "O0" "M0" "T0" "D2" "B0" "J0" "I0" "Cnon"
"5023873" 1 1 18 43 0.693147180559945 0 0 4.06044301054642 11.5144043708496 4.99721227376411 11.5129354649202 3 15712 0 2.484906649788 2.19722457733622 0 0 0 0 0 0 0 0 0 0 0 1.6094379124341 0 3.87120101090789 "Sfem" "Fcou" "Pemp" "K1" "V0" "U0" "X0" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R0" "Q2" "O1" "M0" "T0" "D0" "B0" "J2" "I0" "Coui"
"547519" 0 0 218 26 0 0 4.87519732320115 0 0 0 0 1 14 0 5.6937321388027 0 0 0 0 0 1 0 0 1 4.87519732320115 0 0 5.8406416573734 5.30330490805908 0 "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A0" "R2" "Q0" "O0" "M0" "T1" "D2" "B0" "J0" "I0" "Cnon"
"123126" 0 0 320 54 0 3.17805383034795 12.2493188991583 0 0 0 0 1 2972 3.09104245335832 2.77258872223978 3.98898404656427 11.9836663223965 0 0 0 3 1 11.5398205284329 2 11.5722692668869 17 0 12.2703142475916 0 1.09861228866811 "Shom" "Fseu" "Pint" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A2" "R2" "Q1" "O0" "M2" "T2" "D2" "B2" "J1" "I2" "Coui"
